protein1,protein2,label
P47158,Q06150,0
P0CX39,Q3E7X9,1
P0CH64,Q12234,0
Q08232,Q12748,0
Q06580,Q08245,0
Q03236,Q12476,0
P00358,P40491,0
P06775,Q9ZZW1,0
P0C0W1,P23561,0
O13543,P39953,0
Q04734,Q06058,0
Q12342,Q8TGK4,0
P08425,Q08958,0
P34226,Q2V2P7,0
P47167,Q02784,0
Q06389,Q08428,0
P53867,Q12080,0
P33401,Q12338,0
P06367,P0CX56,1
O13563,P38886,1
P12754,Q02203,0
P14904,Q04033,0
P32452,Q05899,0
P38900,Q06158,0
P25352,P53957,0
P40085,Q99314,0
P25620,P40031,0
P36155,P40587,0
P53918,Q06624,0
P22289,P38281,0
P53252,Q12509,0
P38331,P40342,0
P38131,Q2V2P4,0
P41819,Q12035,1
P34072,P87264,0
P03879,Q04638,0
P38622,P40187,0
P40101,Q01976,0
P08018,P38777,0
P32805,P9WEJ2,0
P35172,Q12128,0
P38820,Q08439,0
Q12748,Q3E7Y4,0
O13572,Q08920,0
P38831,Q06385,0
P21192,P24813,0
P04385,P53964,0
P33748,P36088,0
O13583,Q99297,0
P51534,Q03824,0
P05759,P40362,1
Q08172,Q08742,0
O60200,P20448,0
P04650,P0CX83,1
P10566,P38150,0
P05749,P23642,0
P31244,P53135,0
P38292,Q07800,0
P0C0X0,P53166,0
P40493,P47062,0
P32458,Q12286,0
A0A023PXM7,Q04434,0
P47083,Q12367,0
P0CF22,P31115,0
Q12110,Q12448,0
P40036,Q05016,0
Q03649,Q07988,0
P49723,Q08172,0
P53758,Q99326,0
O13560,P0C5R8,0
P04650,Q02256,1
P46994,Q07951,0
P22133,Q12309,0
P36134,P49956,0
P43580,P53740,0
P23624,P43535,0
P43535,Q04311,0
Q07500,Q12241,0
P38874,Q06150,0
P0CT04,P26370,0
P37292,P50947,0
O13547,Q03940,0
P23291,P53305,0
P32842,Q03213,0
P40970,Q06511,0
Q04083,Q12134,0
P40353,Q12306,0
Q08018,Q12368,0
P47069,Q12391,0
P38143,Q06819,0
P53887,Q02776,0
P25380,P50861,0
P12709,Q03529,0
P0CX56,P34078,1
A0A023PYG1,P41277,0
P27344,P36050,0
P40154,Q06703,0
P0C5P5,P53827,0
P22007,P40074,0
P0CX45,P34217,0
P40342,P50095,0
P81449,Q06667,0
Q05785,Q08873,0
P34163,P42841,0
P00424,P53723,0
P06182,Q06551,0
P38854,Q6B0Y6,0
P21264,Q3E832,0
P00127,P28708,0
P26309,P49775,0
P40454,P47156,0
O13575,Q02890,0
P39676,Q12160,0
P36067,P53329,0
O13570,P38304,0
Q12024,Q12296,0
P07273,P38969,0
P07260,P32460,0
P38780,Q04233,0
P32179,Q12509,0
P40891,P43550,0
P38122,P53843,0
P53744,Q04304,0
O13544,P40185,0
P53915,Q12250,0
P06115,P38277,0
P25044,Q8TGM9,0
O14468,P38295,0
P43568,P89114,0
P32389,Q12457,0
P06245,Q07623,0
Q12163,Q12460,0
P53237,Q8TGP4,0
P46681,Q12171,0
P38632,Q12049,0
P0CX48,P38333,1
P20795,P40043,0
P39990,Q12499,1
P43123,P47124,0
P03873,Q03904,0
P36076,Q12261,0
A2P2R3,P41808,0
P04786,Q04210,0
P40014,Q07992,0
P0CX42,P0CX45,1
P00942,P47010,0
P46681,Q12057,0
P40207,P53133,0
P36058,P53147,0
P0CH08,P0CX27,1
P32347,P47011,0
Q08496,Q08921,0
P48568,P62651,0
P18562,Q06648,0
P05749,P0CX52,1
P39105,Q12182,0
P02406,P05747,1
P0CX70,P53183,0
P42846,Q05567,0
P17898,P40071,0
A0A023PZA4,Q05543,0
P47159,P54199,0
P36050,Q08224,0
P16151,P51401,0
P26784,Q02793,1
P0CX42,P23180,0
P39682,P53688,0
P32603,Q12480,0
P0CX72,P50085,0
P38731,P40465,0
P08425,Q08373,0
P40548,P47172,0
P43582,P53604,0
P36081,P43574,0
A0A023PXQ9,P29461,0
P46962,P53881,0
P40362,Q12035,1
P53290,Q12155,0
P38700,Q12055,0
P21576,P53271,0
P22580,Q01574,0
P25293,P35718,0
P0CX88,Q02206,0
P15646,Q04305,1
P34222,Q8TGS1,0
P27929,P28778,1
P40532,Q03888,0
Q06707,Q99303,0
P32379,Q12497,0
P08593,Q3E832,0
P00899,P0CL33,0
P0CE88,P53752,0
P40970,Q3E771,0
P39729,Q08474,0
P40508,P40858,0
P38284,P47090,0
P38251,P38812,0
Q08989,Q12138,0
P38953,Q06151,0
A0A023PZ99,P87191,0
P38074,P38729,0
P53939,Q12118,0
P40491,Q02770,0
P32481,P38865,0
P40074,Q12117,0
P19658,P53295,0
P54005,Q12012,0
P38347,Q03886,0
A0A023PZG9,P32804,0
P25640,Q12426,0
P47023,Q12321,0
P32524,P40567,1
P10174,P28495,0
P53204,Q12452,0
O94742,P47049,0
Q06595,Q08963,0
P38429,Q04401,0
P33297,Q03787,0
P43534,P53312,0
P27882,P35192,0
O13529,P53071,0
P32388,P36527,1
P40101,P40959,0
P46955,Q07913,0
P47159,Q99299,0
A0A023PYD9,P38829,0
P12687,P20424,1
P40551,Q02100,0
P32569,Q08921,0
P38712,P39973,0
P39904,Q03675,0
P28743,P53975,0
P35994,Q12380,0
P41277,Q04031,0
P40366,Q12277,0
P32379,P33298,1
P38714,Q07688,0
P43542,Q08902,0
P23301,P25443,1
P40188,Q12015,0
Q04162,Q12297,0
P22354,P42847,1
D6VTK4,P53103,0
P40068,Q12459,0
P10356,Q05648,0
P25555,P37303,0
P40079,Q12199,0
P53247,Q12318,0
P49334,P53202,0
P0CL26,Q05902,0
P25650,Q03652,0
P47167,Q08411,0
P23292,P47038,0
P0CX26,P47019,1
P23292,P25353,0
A0A8D9PH56,P53061,0
P53056,Q04225,0
P38066,Q99257,0
P47094,Q08993,0
P14540,Q3E771,0
Q08032,Q08929,0
P25642,Q05937,0
P06776,Q12506,0
Q12148,Q8TGP4,0
P23287,Q02554,0
A0A023PXQ4,Q04434,0
A0A023PYG5,P05756,0
Q04062,Q12250,1
P40011,P53769,0
P33315,P42841,0
P40556,Q08742,0
P32445,P40549,0
P23595,P43580,0
P0CF17,Q04868,0
Q01080,Q2V2Q1,0
P02309,Q05123,1
P36122,P39735,0
P9WEN8,Q06032,0
P0C5M4,P36156,0
P46969,Q12260,0
P0CX11,Q3E819,0
P32806,P36525,0
P19736,P38241,1
Q03776,Q04601,0
P50107,Q6Q571,0
P0CX55,P12887,0
P17891,P38215,0
P07285,P47115,0
Q03554,Q3E735,0
P32774,Q12343,1
P32643,Q12530,0
P04650,Q03482,0
P0CX47,Q12010,0
P40104,P53216,0
P0C0W1,P0CX39,1
P36041,Q8TGL3,0
P34223,P46678,0
P19955,P38874,0
P39982,Q08321,0
P40961,P53084,0
A0A023PYG1,P25562,0
P43557,Q03205,0
Q12511,Q2V2P9,0
P0CX78,P39933,0
P06101,P30605,0
P31382,Q12214,0
P40328,Q12093,0
P41913,P62651,0
P25358,Q12444,0
P53899,Q8TGM5,0
P53717,Q05874,0
P28791,P38315,0
P27999,Q12184,0
P16474,P33441,0
P07280,P40992,0
P25594,P40358,0
A0A8D9UGU6,Q12033,0
P17122,P38770,0
P53163,P53740,0
P49167,Q12522,1
P46992,Q04600,0
P35196,Q08558,0
P36146,P53296,0
P32344,Q3E755,0
P36139,Q06551,0
P0C2H8,Q3E792,1
P43609,Q04869,0
P0CX10,P33767,0
P25642,Q02939,0
P38218,P52488,0
P38306,P41057,0
P38628,P47009,0
P32488,Q03674,0
P17536,Q12406,0
P36049,P38202,1
P32475,Q02100,0
P36105,Q08004,1
P24869,Q02784,0
P43633,P53902,0
P40059,P53340,0
P05749,P36008,0
P36517,P47124,1
Q02969,Q03824,0
P38801,P47146,0
P47081,Q04838,0
P47159,Q03825,0
P09938,Q12098,0
A0A023PZE6,P38176,0
P38061,P53079,0
P62651,Q04213,0
P04147,P32859,0
P43560,Q08900,0
P02406,P38861,1
P48238,P53096,0
P05748,Q07896,1
P34247,Q08904,0
P38635,P53191,0
P19073,P40159,0
P40465,Q03888,0
A0A023PXP7,P38930,0
P43551,Q08235,0
P39945,Q3E825,0
P25654,Q03080,0
P0CX50,P38805,1
P53286,P53921,0
P38900,Q12216,0
Q03648,Q05611,0
P50113,Q08118,0
P33895,P53853,0
P39108,Q00246,0
P40166,P41338,0
P38953,Q02983,0
P38168,Q04501,0
P36092,P40583,0
A0A023PYJ0,P25355,0
P38627,P38912,0
P47183,P53839,0
P32606,Q04772,0
P10363,P40057,0
P53281,P53947,0
P87108,Q07880,0
P15180,Q04412,0
P40885,Q04599,0
P40572,Q04897,0
P36067,P48570,0
P41814,P9WEJ3,0
P53837,Q04471,0
P47090,P53123,0
P31373,P33298,0
P40308,Q04049,0
P33759,P34238,0
P50273,Q3E7B3,0
P38120,P53900,0
P39015,P42838,0
P50276,P53839,0
P0CY06,Q12219,0
P04786,P40302,0
P05986,P33304,0
P11632,P32629,0
P0C5M7,P53898,0
P0CX34,Q01159,0
P53737,Q12471,0
P04803,P39516,0
P46986,Q03441,0
P40957,Q06346,0
P47041,Q3E790,0
P27680,P47023,0
Q08981,Q12396,0
A0A023PXQ9,P32580,0
P40917,P50873,0
P38063,P52489,0
P32448,Q08967,0
P25640,Q04922,0
P08468,P33296,0
P05747,P26793,0
P53123,Q12459,0
P39924,Q07613,0
O75012,Q06385,0
Q08416,Q99325,0
P0CE69,Q02873,0
P05743,P53313,1
P03871,P12962,0
P47110,Q06833,0
P40489,Q04406,0
P29952,Q12023,0
P32904,Q02208,0
P25377,P53930,0
O13514,P46982,0
P39943,Q06538,0
P0CX18,P28737,0
P24869,P40212,0
P05756,P38711,1
P38271,Q03530,0
P0C5R2,P36132,0
P36094,Q12498,0
P53629,Q06675,0
P53913,Q12083,0
P28625,P40553,0
P28795,P43618,0
P33201,Q02326,1
P07256,P40210,0
P40351,Q08905,0
P04039,Q08919,0
P14908,P53344,0
P46957,P47110,1
P38749,P43544,0
Q08873,Q8TGJ1,0
P38782,Q8TGK0,0
A0A023PYJ7,P38788,0
P36080,P38731,0
P38362,P39541,0
Q03465,Q06340,0
P36042,Q12140,0
P27515,P38300,0
P0C5N8,Q04585,0
P39943,Q04121,0
P21734,Q12164,0
P53323,Q12266,0
P33448,P40162,0
P05748,Q06709,1
P0CH09,P39939,1
P33753,P39996,0
P17967,P36090,0
P38083,Q04276,0
Q04305,Q6Q560,0
P43580,P53139,0
P07277,P38338,0
P00912,P17505,0
P38986,Q03799,0
Q08280,Q12395,0
P33411,P38834,0
P0CX33,Q03783,0
P46996,Q12380,0
Q01532,Q03327,0
P36145,Q04411,0
P32419,P38074,0
P36224,P53317,0
P25378,P32939,0
A0A023PZJ3,P52910,0
P53856,P53923,0
P35180,Q08417,0
Q01080,Q96VG5,0
P17119,P53268,0
P32499,P38700,0
P04911,P38153,0
P20049,P38769,0
P0CY09,P38123,0
P47032,Q06109,0
P36014,Q04359,0
P22203,P42942,0
P36089,P43546,0
P38197,Q00246,0
P0CX59,Q08471,0
P53210,Q02197,0
Q08444,Q12245,0
P38754,P47156,0
P60010,Q12270,0
P47028,Q3E7Z4,0
P32472,Q12349,0
P0C272,P32500,0
P36110,Q06244,0
P22204,P53598,0
P36000,Q05881,0
P32332,Q12343,0
P53333,Q02260,1
P53930,Q08649,1
P40515,P53128,0
P15303,P29589,0
P07703,Q12074,0
P40034,P47087,0
P00045,Q08548,0
P38590,Q7LIF2,0
P42942,Q02642,0
P47062,P53305,0
P38273,P38755,0
P0CX85,P38915,0
P25039,Q12109,0
P33755,P38125,0
P53234,Q02767,0
P0CX69,Q06489,0
P0CX42,P49166,1
P38255,Q12405,0
Q07418,Q99188,0
P05319,P0CX94,0
P38824,P53870,0
P14906,Q03940,0
P32605,Q07508,1
P06775,P40025,0
P0C074,P40567,1
P38523,P43590,0
O13516,P07281,1
P01098,P53873,0
P25443,P39938,1
A0A023PXE8,P16140,0
P0CX56,P38431,1
A0A023PYH5,Q7M4S9,0
P39961,P53830,0
A0A023PYC6,Q07613,0
P43540,Q04806,0
A0A023PYJ0,Q06214,0
P0CX40,P46948,1
P16622,P46655,0
P38882,P40079,1
P27515,Q12493,0
P32769,P48589,1
Q06991,Q6Q560,0
P06838,P47059,0
P43124,P51998,0
P06844,P53757,0
Q06098,Q3E769,0
Q03063,Q08218,0
P53324,Q06543,0
P20795,P53207,0
P0CF17,P20433,0
P39550,P85052,0
P25587,P38986,0
P0CL30,P19145,0
Q12031,Q3E826,0
P32805,P43621,0
Q04067,Q06350,0
P40506,Q04487,0
P49956,Q05933,0
P47034,Q12528,0
P51534,Q12298,0
P05626,Q12117,0
P0CY07,P22203,0
P17536,P32642,0
O13553,P39007,0
O13520,P47004,0
A0A023PZE2,P22696,0
P50082,Q04502,0
P00899,P40016,0
P04911,P80967,0
P35817,Q04418,0
P32501,Q03362,0
P53881,Q04179,0
P00163,Q12250,0
P38749,P48589,0
P50263,Q04516,0
P06208,Q04675,0
A0A023PXL1,P25593,0
P30777,P38261,0
P31382,P48569,0
P19880,P53868,0
O94143,P69771,0
O13536,P23797,0
P38340,P53852,0
P38201,P38803,0
P32857,Q03323,0
P0CE98,P22336,0
P03870,P40543,0
Q03764,Q07435,0
P38920,Q04371,0
Q08993,Q12504,0
P53939,Q02710,0
A0A023PZF5,P37262,0
P04912,P15179,0
P16451,P25293,0
P48240,Q05636,1
P38292,P50102,0
P40047,Q2V2P6,0
P53012,Q8TGN4,0
P38841,P40062,0
P38622,P48412,0
P38816,Q3E7B7,0
P40961,Q08968,0
P13259,Q12256,0
P04076,P39938,0
P34225,P40507,0
Q02826,Q07555,0
P38074,Q06675,0
P21825,P38839,0
P36068,Q06820,0
P53973,Q03796,0
Q03148,Q06689,0
P36101,P43633,0
P49018,Q02732,0
P53921,Q02733,0
P0CY13,P31373,0
E9PAF1,P21242,0
P36073,Q02721,0
P38295,P38993,0
P03874,P41902,0
P13856,P38738,0
P53717,Q12395,0
P38275,P53103,0
P46945,P47017,0
P28006,P40522,0
O13576,P38884,0
Q05676,Q06608,0
A0A023PXF8,P32628,0
P35994,P38957,0
P53324,Q06168,0
P15624,Q06511,0
P38858,Q07800,0
P02406,P0CX46,1
P39102,Q08621,0
P36047,P50861,0
P33759,Q04502,0
P46965,Q06070,0
P38753,P49956,0
P53265,Q12464,0
P41057,Q8TGN7,0
P27344,P32561,0
P19211,Q870I1,0
O13534,P35190,0
A0A023PZ94,P50079,0
P07280,P0CX55,1
P24871,Q03034,0
P36526,P40858,1
P33413,P53301,0
P32481,Q99260,0
P32859,P38296,0
P30619,Q12393,0
P38218,P38913,0
P16550,P40499,0
P07277,P38958,0
P20484,Q03976,0
Q02784,Q08322,0
P38704,P53060,0
P36067,P53066,0
P25626,P36527,1
P06101,P47164,0
P32387,P35996,1
Q12229,Q12368,0
P18898,P38206,0
Q08238,Q12469,0
P38342,Q01163,0
P47092,Q03028,0
P10355,Q12000,0
P47138,P53965,0
P0CE99,P53210,0
A0AAT9JAJ4,P53880,0
Q12158,Q12165,0
P38953,Q8TGU2,0
O74700,P47083,0
Q3E7X9,Q6Q546,0
P14063,P21691,0
P36519,P53110,0
P36026,Q3E750,0
P38252,P53736,0
P23501,P53320,0
A2P2R3,Q01852,0
P0CX11,P32904,0
P15891,Q08932,0
P20048,Q8TGT4,0
P49367,P53145,0
A0A023PYF7,P53982,0
P48561,P69851,0
P41800,Q05979,0
P40512,Q12056,0
P29029,Q08237,0
P22804,P53274,0
P32323,P42938,0
O13513,Q07658,0
P33308,Q04835,0
P35179,P38994,1
Q02771,Q03554,0
P16151,Q02825,0
P23724,Q06103,1
P39997,Q12094,0
P26798,P53973,0
Q02749,Q12378,0
P40052,Q03050,0
P38202,P53178,0
P21826,Q12048,0
P34162,Q08361,0
P38716,Q12365,0
P25358,P36031,0
Q08179,Q96VG6,0
P04385,P42947,0
P07263,P32477,0
P38281,P40186,0
P05745,P0CX26,1
P40474,P46673,0
P38333,Q12103,0
P14120,P26786,1
P40079,Q04110,0
P53228,Q04930,0
P04802,Q12322,0
P36095,P53323,0
P25332,P38792,0
P46655,P57744,0
P36517,Q8J0M4,0
P40023,P53885,0
P13711,P17709,0
P26263,Q04835,0
P25369,P25579,0
P54007,Q12487,0
P38738,P47181,0
A0A023PYI5,Q96VG6,0
P38772,Q3E791,0
P02406,P26783,1
P14065,Q3E806,0
P42949,Q12343,0
P32475,P33755,0
P0CH08,P38344,1
P48837,Q04491,1
P0CF21,Q08561,0
P38845,P53686,0
Q06405,Q8TGT0,0
P39534,Q3E7Z0,0
P20447,P38837,0
Q04947,Q12179,0
P38796,Q03525,0
P00401,P00427,1
P0C268,P32566,0
Q03125,Q12186,0
P32478,P40062,0
Q03652,Q12489,0
P32387,Q3E819,0
P50945,Q12311,0
P10174,P36146,0
P53155,P53845,0
P40219,P40493,0
P22214,Q08540,0
P46654,P53982,0
Q07915,Q12024,1
P36973,Q03289,0
P21243,P40016,1
P80210,Q08649,0
P15624,Q2V2P8,0
P36145,Q99188,0
P16151,P43574,0
P28708,Q02608,0
Q06011,Q12211,0
P38170,Q96VG5,0
P26784,P30624,0
P47059,Q03790,0
P43562,Q07505,0
P50943,Q12239,0
P28007,P53633,0
P36525,P51402,0
P05318,P0CX79,0
P0C5P0,Q06671,0
P47158,Q12059,0
P0CL30,P32892,0
P36040,P40505,0
Q05902,Q08491,0
P38205,P87285,0
P33308,P36533,0
P40893,Q03236,0
P0CX45,P53877,1
P38209,P40169,0
P15624,P46367,0
P21592,P40524,0
P23797,P53183,0
P20795,P38129,0
P38196,P40357,0
P0CF21,P35718,0
P41816,P53913,0
Q12013,Q12140,0
P06115,P38182,0
P32559,Q12187,0
P40011,Q12352,0
Q02783,Q08199,0
Q04623,Q08909,0
P0C5N9,P0CE99,0
P0C5E0,P54858,0
P53337,Q12033,0
P40016,P54005,0
P32892,P40466,0
P53217,Q3E7Y6,0
P0CX75,P50094,0
P25638,P38767,0
P29340,Q12030,0
P0CX31,Q12020,0
P25607,P38255,0
P26309,Q08975,0
P0CX89,P35817,0
P38120,P53305,1
P0CX92,Q06537,0
P02293,P0CT86,0
P32608,Q08958,0
P32432,Q05636,0
P12612,P39077,1
P04912,Q02889,0
Q06178,Q08157,0
P00128,P38233,0
Q00684,Q05567,0
P07286,P53156,0
P08525,P40459,0
P42934,Q2V2P1,0
P23179,Q6Q5F3,0
P07280,Q12499,1
P36007,P53884,0
P15365,P20052,0
A0A023PZH5,Q08925,0
Q06091,Q06679,0
P39563,P53225,0
P39980,Q03263,0
P16658,P43606,0
O13517,P38339,0
Q01519,Q3E840,0
P29029,P38746,0
Q12125,Q3E811,0
P53864,Q3E735,0
P06782,P38072,0
Q02948,Q08750,0
Q03051,Q12436,0
P53110,P53296,0
P39014,Q03723,0
P03881,Q07418,0
P0CD98,P16603,0
P32588,P54114,0
P15700,P40549,0
P25491,Q12171,0
P32572,P50094,0
P51534,Q12383,0
P40099,Q8TGP2,0
P38820,P40169,0
P23180,P38292,0
P0CX61,Q8TGR2,0
P47036,Q12497,0
P02400,Q05510,0
P38969,Q02884,0
P39522,Q12448,0
A0A023PXB5,P25296,0
P25354,P48412,0
P38231,P38304,0
P39997,Q06813,0
O13568,P53011,0
P38799,P47101,0
D6VPM8,Q02648,0
P39559,P40448,0
P0CT86,P53083,0
P0CX24,P14682,0
P87108,Q12016,0
P39946,P53063,0
P26755,Q3E790,0
P25337,P53912,0
P38820,Q08816,0
Q02326,Q3E7X9,1
P38882,Q06679,1
P38270,P80428,0
P15790,P40917,0
O13523,P07261,0
Q03327,Q08193,0
O13517,P32613,0
P08459,P14747,0
P40573,Q00539,0
P38857,P40884,0
Q02260,Q12309,1
P40465,Q12222,0
P40031,Q03148,0
P0CE86,P41808,0
P40587,Q08789,0
P17261,P38235,0
P38325,Q05676,0
P07347,P40327,0
P40461,P53099,0
P40347,Q3E7B3,0
P0CX44,Q08990,0
P53936,Q12487,0
P19955,P38261,0
P38013,Q12085,0
P53883,Q06251,0
O13522,P32375,0
P30656,P32496,1
P10662,P53724,1
P53876,Q05080,0
P46997,Q12262,0
P33328,P38734,0
P38812,P53934,0
Q07921,Q8TGU7,0
P38803,Q03780,0
Q02804,Q08223,0
P34223,Q04329,0
Q08182,Q12293,0
Q12211,Q12692,0
P14742,P25604,0
P10963,Q03761,0
P0C2I4,P36120,0
P0CF33,Q3E731,0
P27929,Q04598,1
P38193,Q08969,0
P32488,P53876,0
P38178,P43534,0
P24869,Q05998,0
P87284,Q08293,0
P38992,P40084,0
P53956,Q12154,0
Q06224,Q12365,0
P17122,P41807,0
P38878,P53746,0
P51998,Q06640,0
O13522,P53338,0
P0CX74,P40542,0
P53082,Q12179,0
P15454,P40886,0
P25342,Q07657,1
P20433,P38231,0
P38775,P43613,0
Q06213,Q99278,1
P47096,P53909,0
P20436,P36121,1
Q08949,Q12160,0
P39533,Q02784,0
P47146,P53604,0
P0C155,Q05670,0
P06244,Q03981,0
P11412,Q08259,0
E9PAE3,P42847,0
P40085,Q12517,0
Q06137,Q08930,0
Q06549,Q12334,0
Q02203,Q08001,0
P07260,P0CL26,0
P49018,P54790,0
P43546,P54115,0
A0A023PYJ4,P22214,0
P26786,P48234,1
E9PAE3,Q08322,0
P15732,Q04562,0
P23293,P33441,0
P38278,P53153,0
P38695,Q12362,0
P25039,P38994,0
P0CX55,Q12149,1
P35995,P53230,0
P32451,P53163,0
P38337,Q03323,1
P0CX99,P27882,0
P0C2H6,P14127,1
P0C5Q7,P32605,0
Q04005,Q12412,0
A0A023PZA9,P53628,0
P0CX57,P53252,0
P32461,P36153,0
O43137,P0CX43,0
P53717,Q12467,0
P38695,Q12500,0
P41912,Q05881,0
Q03012,Q06683,0
Q03718,Q07988,0
Q02260,Q04964,0
P08431,Q8TGT4,0
P0CF17,Q03941,0
P07262,P48365,0
P38793,Q07623,0
P0C5L4,P0CL36,0
P38202,P38786,0
P22139,Q04307,1
P22140,P46993,0
Q6B0Y1,Q92317,0
P53187,Q3E731,0
P40492,Q12230,0
P38920,Q07980,1
P0CX09,P32388,0
P36100,Q12454,0
P15380,P38633,0
A0A023PXD9,Q12477,0
P0C5R3,P40546,0
P33891,P53859,0
P35200,Q12452,0
P38625,P40517,0
P04039,Q04898,0
P04806,P24783,0
Q03786,Q07845,0
P40466,Q08957,0
P38768,P53342,0
P05743,Q04031,1
P0CL30,P17106,0
P40486,Q06667,0
O13536,Q04598,0
P38314,Q04602,0
P16649,P42936,0
P05740,P05750,1
P38604,P54781,1
P42942,Q04839,0
P40162,P53300,0
P48606,Q6Q5H1,0
P33749,P53206,0
P26321,P51401,1
P46943,Q03942,0
P53956,Q02204,0
P32458,P38732,0
P21623,Q07350,0
P53096,Q99314,0
P39548,P47080,0
P10174,P48232,0
P62651,Q12185,0
Q12013,Q12352,0
P14065,P35731,0
P40969,P53074,0
P25383,P45819,0
Q06224,Q08540,0
P05317,P36037,0
P10622,P53752,0
Q03532,Q3E7A7,0
P25346,P36062,0
P47112,P53980,0
P20052,P38748,0
A0A023PXN9,P43634,0
O13539,P07256,0
P20438,Q12078,0
P31385,P33442,0
P41834,Q06390,0
P38270,P53957,0
P25301,P43603,0
P25659,P40046,0
P36060,P47121,0
P32792,P35996,0
P25441,P36155,0
P47190,P53081,0
P25625,Q07478,0
P46950,Q12093,0
P11412,P53862,0
P0CY07,Q12251,0
P32047,Q07927,0
Q06224,Q07622,0
P0CE96,Q02892,0
P09032,Q9ZZW1,0
Q03886,Q04629,0
P38262,Q04215,0
A0A023PXH4,P33421,0
P40498,P47091,0
P40440,Q03125,0
P32899,P53723,0
P0C5P5,Q12395,0
P35181,Q04638,0
P38309,Q03787,0
P07342,P32799,0
P38720,Q12001,0
P0CX95,Q01448,0
P21304,P32914,0
O13518,P30605,0
P0C0V8,P47088,0
P25382,P53135,0
P49775,Q08235,0
P36154,Q08373,0
P33308,Q02939,1
P27705,Q01080,0
P00830,P32774,0
P23585,Q8TGR3,0
P0C5P4,P53118,0
P06774,P13434,1
P0CF16,P53734,0
P0CL33,Q99383,0
P38791,P48558,0
P0C268,P53846,0
P0C2J6,P46992,0
P25568,P53339,0
P07884,P53078,0
P39999,Q06688,0
P38792,P39728,0
P32599,P52917,0
P40035,P54964,0
P48589,Q06405,0
P38865,P49089,0
P22139,Q08540,0
P53101,P54005,0
P06197,P07284,0
P38145,Q12265,0
P28003,P38347,0
P32628,Q03186,0
P17649,P38089,0
Q06178,Q8TGQ8,0
P25620,Q99216,0
P0CL37,Q3E818,0
P17709,P54070,0
P29703,P47150,0
P0CH64,P39729,0
P38155,P39980,0
P47084,Q08421,0
P39533,Q08560,0
Q03913,Q06568,0
P20436,P32776,1
P00427,Q03771,0
Q03205,Q06057,0
P36146,P46367,0
P40584,Q02873,0
P32837,P34087,0
Q01560,Q12222,0
P53225,Q04411,0
P36116,Q96VH1,0
P38721,P50110,0
P06367,P38754,1
P38771,P40422,0
P03877,P43622,0
P53276,Q06631,1
P04806,Q04301,0
Q00776,Q07528,0
P05756,Q12499,1
P0CX38,P48589,1
P54007,Q05933,0
P36120,Q08032,0
P41940,Q03435,0
P06843,P38998,0
P32836,P50110,0
P00729,P16387,0
P53079,P53201,0
P43545,Q12380,0
P53309,Q12314,0
P42940,P9WEJ4,0
Q12372,Q3E7A7,0
P00044,Q06703,0
P42834,P53584,0
P38069,Q12034,0
P38832,Q12374,0
P43599,P53750,0
P16451,P18409,0
P25584,P49723,0
P0C2J4,P46784,0
P47006,Q07794,0
P0C0V8,Q08444,1
P53900,Q06168,0
P35843,P39958,0
Q03083,Q06158,0
P10591,P38825,1
P36102,Q08580,0
P08536,P38265,0
P28263,Q3E814,0
P40303,Q02864,0
P10127,P21192,0
O13570,P40917,0
P36167,Q04110,0
P33890,P53160,0
P32622,P38336,0
P40582,Q12308,0
P43617,P47017,0
Q05131,Q8TGL3,0
P33204,Q12202,0
P0C5P9,Q08054,0
P22203,Q05541,0
P32448,P33419,0
O13573,P17536,0
P32356,Q3E7Y4,0
P38741,Q3E7A8,0
P53301,Q12048,0
P38888,Q06143,0
P40032,P53131,0
P18634,Q6B0X2,0
P38837,Q12308,0
P53097,Q04922,0
P32806,P43573,0
Q03630,Q03760,0
P16474,Q12043,0
P39979,P40994,0
P0C5P0,Q12084,0
P39742,Q3E735,0
A0A023PXL1,P40580,0
P40886,Q08471,0
P38903,P40011,0
P40585,Q08054,0
P38287,P47122,0
O75012,P33300,0
P32897,P38767,0
A0A023PZK4,P19880,0
P40497,Q04458,0
O13583,P38246,0
P53244,Q02799,0
P25352,P38269,0
P40543,Q03856,0
P20081,Q05648,0
O14455,P40012,0
P46995,Q03205,0
P38860,Q3E821,0
P22141,P23797,0
A0A023PZE8,P07257,0
P53097,Q02786,0
O13560,P38295,0
P32598,P38629,0
P38885,P42950,0
P53139,Q12179,0
P19146,P25646,0
P0CL27,P53100,0
P04449,P87262,1
P39734,P53915,0
P02381,Q02950,1
Q07748,Q07865,0
P28274,Q12383,0
P36034,P38705,0
P0CX31,P25659,0
P38074,P38956,0
P28005,P40019,0
P53138,P53247,0
P25616,P31377,0
P40422,Q08561,0
P47076,Q12308,0
P29055,P38074,0
P14724,P47073,0
P36145,P50087,0
P00420,P40302,0
P47167,P53628,0
P32945,Q05080,0
P38275,P53922,0
P24720,Q07811,0
P32357,Q3E7B7,0
P38747,P53175,0
P25382,Q03829,0
Q04895,Q8TGK4,0
P0CX29,P0CX35,1
Q07457,Q12031,0
Q06208,Q3E7A8,0
P38191,Q8TGL0,0
P38734,P41734,0
P36143,P38173,0
P40534,Q07658,0
Q04100,Q12173,0
P38971,P40988,0
P32389,P46963,0
A0A023PXE5,A0A023PXK2,0
P07285,P18852,0
O13562,Q00723,0
P50947,Q08486,0
P06245,P39078,0
P36105,Q07897,0
